2017-02-06 01:31:16,233 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=c320b940-4ae5-485e-9461-365829c76fc6
2017-02-13 02:13:11,590 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-13 02:13:11,602 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-13 02:13:11,617 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-13 02:13:11,622 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-13 02:13:11,628 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-13 02:13:11,634 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-13 02:13:11,640 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-13 02:13:11,646 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-13 02:13:11,651 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-13 02:13:11,657 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-13 02:13:11,663 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-13 02:13:11,669 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-13 02:13:11,674 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-13 02:13:11,680 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-13 02:13:11,686 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-13 02:13:11,691 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-13 02:13:11,706 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-13 02:13:11,720 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-13 02:13:11,729 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-13 02:13:11,736 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-13 02:13:11,831 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 02:13:11,857 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-13 02:13:11,868 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-13 02:13:13,246 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-13 02:13:13,254 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-13 02:13:13,266 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cc3ccb2c-67a5-4288-b162-94d90d7e19ed, Hostname localhost, IPv6Address 
2017-02-13 02:13:13,378 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 04:55:50,966 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2017-02-13 04:55:50,975 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-13 06:19:18,519 [10] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-13 06:19:18,563 [10] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-13 06:42:46,569 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 06:42:46,578 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-13 06:42:46,584 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 06:42:46,612 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=cc3ccb2c-67a5-4288-b162-94d90d7e19ed
2017-02-13 06:42:46,620 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
